   2.0000000e-01   5.0000000e+00
   3.0000000e+00   4.0000000e-01
   2.0000000e+00   2.8571429e-01
   1.0000000e+00   3.3333333e-01
   3.3333333e-01   1.0000000e+00
   2.8571429e-01   2.0000000e+00
   4.0000000e-01   5.0000000e+00
   3.0000000e+00   8.0000000e-01
   2.0000000e+00   5.7142857e-01
   1.0000000e+00   6.6666667e-01
   6.6666667e-01   1.0000000e+00
   5.7142857e-01   2.0000000e+00
   6.0000000e-01   6.0000000e+00
   2.6666667e+00   2.0000000e+00
   2.5000000e+00   1.0000000e+00
   2.0000000e+00   8.5714286e-01
   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00
   8.5714286e-01   2.0000000e+00
