-5.0e0 0.0e0 -5.0e0 -5.0e0
-5.0e0 -3.992996e0 -4.58334e0 -4.58334e0
-5.0e0 -7.638779e0 -4.16668e0 -4.16668e0
-5.0e0 -1.0937347e1 -3.75002e0 -3.75002e0
-5.0e0 -1.3888702e1 -3.33336e0 -3.33336e0
-5.0e0 -1.6492857e1 -2.9167e0 -2.9167e0
-5.0e0 -1.8749802e1 -2.50004e0 -2.50004e0
-5.0e0 -2.0659528e1 -2.08338e0 -2.08338e0
-5.0e0 -2.2222043e1 -1.66672e0 -1.66672e0
-5.0e0 -2.343735e1 -1.25006e0 -1.25006e0
-5.0e0 -2.4305446e1 -8.334e-1 -8.334e-1
-5.0e0 -2.4826329e1 -4.1674e-1 -4.1674e-1
-5.0e0 -2.5e1 -8.0e-5 -8.0e-5
-5.0e0 -2.4826462e1 4.1658e-1 4.1658e-1
-5.0e0 -2.4305711e1 8.3324e-1 8.3324e-1
-5.0e0 -2.3437752e1 1.2499e0 1.2499e0
-5.0e0 -2.2222577e1 1.66656e0 1.66656e0
-5.0e0 -2.0660194e1 2.08322e0 2.08322e0
-5.0e0 -1.8750603e1 2.49988e0 2.49988e0
-5.0e0 -1.6493791e1 2.91654e0 2.91654e0
-5.0e0 -1.388977e1 3.3332e0 3.3332e0
-5.0e0 -1.0938553e1 3.7498601e0 3.7498601e0
-5.0e0 -7.640106e0 4.1665201e0 4.1665201e0
-5.0e0 -3.994461e0 4.5831801e0 4.5831801e0
-5.0e0 -1.602e-3 4.9998401e0 4.9998401e0

-4.58334e0 3.992996e0 -5.0e0 -5.0e0
-4.58334e0 0.0e0 -4.58334e0 -4.58334e0
-4.58334e0 -3.645782e0 -4.16668e0 -4.16668e0
-4.58334e0 -6.944351e0 -3.75002e0 -3.75002e0
-4.58334e0 -9.895706e0 -3.33336e0 -3.33336e0
-4.58334e0 -1.2499861e1 -2.9167e0 -2.9167e0
-4.58334e0 -1.4756805e1 -2.50004e0 -2.50004e0
-4.58334e0 -1.6666531e1 -2.08338e0 -2.08338e0
-4.58334e0 -1.8229047e1 -1.66672e0 -1.66672e0
-4.58334e0 -1.9444354e1 -1.25006e0 -1.25006e0
-4.58334e0 -2.031245e1 -8.334e-1 -8.334e-1
-4.58334e0 -2.0833333e1 -4.1674e-1 -4.1674e-1
-4.58334e0 -2.1007004e1 -8.0e-5 -8.0e-5
-4.58334e0 -2.0833466e1 4.1658e-1 4.1658e-1
-4.58334e0 -2.0312715e1 8.3324e-1 8.3324e-1
-4.58334e0 -1.9444756e1 1.2499e0 1.2499e0
-4.58334e0 -1.822958e1 1.66656e0 1.66656e0
-4.58334e0 -1.6667198e1 2.08322e0 2.08322e0
-4.58334e0 -1.4757607e1 2.49988e0 2.49988e0
-4.58334e0 -1.2500795e1 2.91654e0 2.91654e0
-4.58334e0 -9.896774e0 3.3332e0 3.3332e0
-4.58334e0 -6.945557e0 3.7498601e0 3.7498601e0
-4.58334e0 -3.64711e0 4.1665201e0 4.1665201e0
-4.58334e0 -1.465e-3 4.5831801e0 4.5831801e0
-4.58334e0 3.991394e0 4.9998401e0 4.9998401e0

-4.16668e0 7.638779e0 -5.0e0 -5.0e0
-4.16668e0 3.645782e0 -4.58334e0 -4.58334e0
-4.16668e0 0.0e0 -4.16668e0 -4.16668e0
-4.16668e0 -3.298569e0 -3.75002e0 -3.75002e0
-4.16668e0 -6.249924e0 -3.33336e0 -3.33336e0
-4.16668e0 -8.854079e0 -2.9167e0 -2.9167e0
-4.16668e0 -1.1111023e1 -2.50004e0 -2.50004e0
-4.16668e0 -1.3020749e1 -2.08338e0 -2.08338e0
-4.16668e0 -1.4583264e1 -1.66672e0 -1.66672e0
-4.16668e0 -1.5798572e1 -1.25006e0 -1.25006e0
-4.16668e0 -1.6666667e1 -8.334e-1 -8.334e-1
-4.16668e0 -1.718755e1 -4.1674e-1 -4.1674e-1
-4.16668e0 -1.7361221e1 -8.0e-5 -8.0e-5
-4.16668e0 -1.7187683e1 4.1658e-1 4.1658e-1
-4.16668e0 -1.6666933e1 8.3324e-1 8.3324e-1
-4.16668e0 -1.5798973e1 1.2499e0 1.2499e0
-4.16668e0 -1.4583798e1 1.66656e0 1.66656e0
-4.16668e0 -1.3021416e1 2.08322e0 2.08322e0
-4.16668e0 -1.1111824e1 2.49988e0 2.49988e0
-4.16668e0 -8.855013e0 2.91654e0 2.91654e0
-4.16668e0 -6.250992e0 3.3332e0 3.3332e0
-4.16668e0 -3.299774e0 3.7498601e0 3.7498601e0
-4.16668e0 -1.328e-3 4.1665201e0 4.1665201e0
-4.16668e0 3.644318e0 4.5831801e0 4.5831801e0
-4.16668e0 7.637177e0 4.9998401e0 4.9998401e0

-3.75002e0 1.0937347e1 -5.0e0 -5.0e0
-3.75002e0 6.944351e0 -4.58334e0 -4.58334e0
-3.75002e0 3.298569e0 -4.16668e0 -4.16668e0
-3.75002e0 0.0e0 -3.75002e0 -3.75002e0
-3.75002e0 -2.951355e0 -3.33336e0 -3.33336e0
-3.75002e0 -5.55551e0 -2.9167e0 -2.9167e0
-3.75002e0 -7.812454e0 -2.50004e0 -2.50004e0
-3.75002e0 -9.72218e0 -2.08338e0 -2.08338e0
-3.75002e0 -1.1284695e1 -1.66672e0 -1.66672e0
-3.75002e0 -1.2500003e1 -1.25006e0 -1.25006e0
-3.75002e0 -1.3368098e1 -8.334e-1 -8.334e-1
-3.75002e0 -1.3888982e1 -4.1674e-1 -4.1674e-1
-3.75002e0 -1.4062653e1 -8.0e-5 -8.0e-5
-3.75002e0 -1.3889114e1 4.1658e-1 4.1658e-1
-3.75002e0 -1.3368364e1 8.3324e-1 8.3324e-1
-3.75002e0 -1.2500404e1 1.2499e0 1.2499e0
-3.75002e0 -1.128523e1 1.66656e0 1.66656e0
-3.75002e0 -9.722847e0 2.08322e0 2.08322e0
-3.75002e0 -7.813255e0 2.49988e0 2.49988e0
-3.75002e0 -5.556444e0 2.91654e0 2.91654e0
-3.75002e0 -2.952423e0 3.3332e0 3.3332e0
-3.75002e0 -1.205e-3 3.7498601e0 3.7498601e0
-3.75002e0 3.297241e0 4.1665201e0 4.1665201e0
-3.75002e0 6.942886e0 4.5831801e0 4.5831801e0
-3.75002e0 1.0935745e1 4.9998401e0 4.9998401e0

-3.33336e0 1.3888702e1 -5.0e0 -5.0e0
-3.33336e0 9.895706e0 -4.58334e0 -4.58334e0
-3.33336e0 6.249924e0 -4.16668e0 -4.16668e0
-3.33336e0 2.951355e0 -3.75002e0 -3.75002e0
-3.33336e0 0.0e0 -3.33336e0 -3.33336e0
-3.33336e0 -2.604155e0 -2.9167e0 -2.9167e0
-3.33336e0 -4.8611e0 -2.50004e0 -2.50004e0
-3.33336e0 -6.770825e0 -2.08338e0 -2.08338e0
-3.33336e0 -8.33334e0 -1.66672e0 -1.66672e0
-3.33336e0 -9.548648e0 -1.25006e0 -1.25006e0
-3.33336e0 -1.0416743e1 -8.334e-1 -8.334e-1
-3.33336e0 -1.0937627e1 -4.1674e-1 -4.1674e-1
-3.33336e0 -1.1111298e1 -8.0e-5 -8.0e-5
-3.33336e0 -1.093776e1 4.1658e-1 4.1658e-1
-3.33336e0 -1.0417009e1 8.3324e-1 8.3324e-1
-3.33336e0 -9.54905e0 1.2499e0 1.2499e0
-3.33336e0 -8.333875e0 1.66656e0 1.66656e0
-3.33336e0 -6.771492e0 2.08322e0 2.08322e0
-3.33336e0 -4.8619e0 2.49988e0 2.49988e0
-3.33336e0 -2.605089e0 2.91654e0 2.91654e0
-3.33336e0 -1.068e-3 3.3332e0 3.3332e0
-3.33336e0 2.95015e0 3.7498601e0 3.7498601e0
-3.33336e0 6.248596e0 4.1665201e0 4.1665201e0
-3.33336e0 9.894241e0 4.5831801e0 4.5831801e0
-3.33336e0 1.38871e1 4.9998401e0 4.9998401e0

-2.9167e0 1.6492857e1 -5.0e0 -5.0e0
-2.9167e0 1.2499861e1 -4.58334e0 -4.58334e0
-2.9167e0 8.854079e0 -4.16668e0 -4.16668e0
-2.9167e0 5.55551e0 -3.75002e0 -3.75002e0
-2.9167e0 2.604155e0 -3.33336e0 -3.33336e0
-2.9167e0 0.0e0 -2.9167e0 -2.9167e0
-2.9167e0 -2.2569443e0 -2.50004e0 -2.50004e0
-2.9167e0 -4.1666702e0 -2.08338e0 -2.08338e0
-2.9167e0 -5.7291855e0 -1.66672e0 -1.66672e0
-2.9167e0 -6.9444931e0 -1.25006e0 -1.25006e0
-2.9167e0 -7.8125871e0 -8.334e-1 -8.334e-1
-2.9167e0 -8.3334705e0 -4.1674e-1 -4.1674e-1
-2.9167e0 -8.5071426e0 -8.0e-5 -8.0e-5
-2.9167e0 -8.3336037e0 4.1658e-1 4.1658e-1
-2.9167e0 -7.8128537e0 8.3324e-1 8.3324e-1
-2.9167e0 -6.9448944e0 1.2499e0 1.2499e0
-2.9167e0 -5.7297195e0 1.66656e0 1.66656e0
-2.9167e0 -4.167337e0 2.08322e0 2.08322e0
-2.9167e0 -2.2577454e0 2.49988e0 2.49988e0
-2.9167e0 -9.338e-4 2.91654e0 2.91654e0
-2.9167e0 2.603087e0 3.3332e0 3.3332e0
-2.9167e0 5.554305e0 3.7498601e0 3.7498601e0
-2.9167e0 8.852751e0 4.1665201e0 4.1665201e0
-2.9167e0 1.2498396e1 4.5831801e0 4.5831801e0
-2.9167e0 1.6491255e1 4.9998401e0 4.9998401e0

-2.50004e0 1.8749802e1 -5.0e0 -5.0e0
-2.50004e0 1.4756805e1 -4.58334e0 -4.58334e0
-2.50004e0 1.1111023e1 -4.16668e0 -4.16668e0
-2.50004e0 7.812454e0 -3.75002e0 -3.75002e0
-2.50004e0 4.8611e0 -3.33336e0 -3.33336e0
-2.50004e0 2.2569443e0 -2.9167e0 -2.9167e0
-2.50004e0 0.0e0 -2.50004e0 -2.50004e0
-2.50004e0 -1.909726e0 -2.08338e0 -2.08338e0
-2.50004e0 -3.4722412e0 -1.66672e0 -1.66672e0
-2.50004e0 -4.6875488e0 -1.25006e0 -1.25006e0
-2.50004e0 -5.5556429e0 -8.334e-1 -8.334e-1
-2.50004e0 -6.0765262e0 -4.1674e-1 -4.1674e-1
-2.50004e0 -6.2501984e0 -8.0e-5 -8.0e-5
-2.50004e0 -6.0766594e0 4.1658e-1 4.1658e-1
-2.50004e0 -5.5559094e0 8.3324e-1 8.3324e-1
-2.50004e0 -4.6879501e0 1.2499e0 1.2499e0
-2.50004e0 -3.4727753e0 1.66656e0 1.66656e0
-2.50004e0 -1.9103928e0 2.08322e0 2.08322e0
-2.50004e0 -8.011e-4 2.49988e0 2.49988e0
-2.50004e0 2.2560104e0 2.91654e0 2.91654e0
-2.50004e0 4.860031e0 3.3332e0 3.3332e0
-2.50004e0 7.811249e0 3.7498601e0 3.7498601e0
-2.50004e0 1.1109695e1 4.1665201e0 4.1665201e0
-2.50004e0 1.475534e1 4.5831801e0 4.5831801e0
-2.50004e0 1.87482e1 4.9998401e0 4.9998401e0

-2.08338e0 2.0659528e1 -5.0e0 -5.0e0
-2.08338e0 1.6666531e1 -4.58334e0 -4.58334e0
-2.08338e0 1.3020749e1 -4.16668e0 -4.16668e0
-2.08338e0 9.72218e0 -3.75002e0 -3.75002e0
-2.08338e0 6.770825e0 -3.33336e0 -3.33336e0
-2.08338e0 4.1666702e0 -2.9167e0 -2.9167e0
-2.08338e0 1.909726e0 -2.50004e0 -2.50004e0
-2.08338e0 0.0e0 -2.08338e0 -2.08338e0
-2.08338e0 -1.5625153e0 -1.66672e0 -1.66672e0
-2.08338e0 -2.7778229e0 -1.25006e0 -1.25006e0
-2.08338e0 -3.6459169e0 -8.334e-1 -8.334e-1
-2.08338e0 -4.1668002e0 -4.1674e-1 -4.1674e-1
-2.08338e0 -4.3404724e0 -8.0e-5 -8.0e-5
-2.08338e0 -4.1669334e0 4.1658e-1 4.1658e-1
-2.08338e0 -3.6461835e0 8.3324e-1 8.3324e-1
-2.08338e0 -2.7782242e0 1.2499e0 1.2499e0
-2.08338e0 -1.5630493e0 1.66656e0 1.66656e0
-2.08338e0 -6.668e-4 2.08322e0 2.08322e0
-2.08338e0 1.9089249e0 2.49988e0 2.49988e0
-2.08338e0 4.1657364e0 2.91654e0 2.91654e0
-2.08338e0 6.769757e0 3.3332e0 3.3332e0
-2.08338e0 9.720975e0 3.7498601e0 3.7498601e0
-2.08338e0 1.3019421e1 4.1665201e0 4.1665201e0
-2.08338e0 1.6665067e1 4.5831801e0 4.5831801e0
-2.08338e0 2.0657925e1 4.9998401e0 4.9998401e0

-1.66672e0 2.2222043e1 -5.0e0 -5.0e0
-1.66672e0 1.8229047e1 -4.58334e0 -4.58334e0
-1.66672e0 1.4583264e1 -4.16668e0 -4.16668e0
-1.66672e0 1.1284695e1 -3.75002e0 -3.75002e0
-1.66672e0 8.33334e0 -3.33336e0 -3.33336e0
-1.66672e0 5.7291855e0 -2.9167e0 -2.9167e0
-1.66672e0 3.4722412e0 -2.50004e0 -2.50004e0
-1.66672e0 1.5625153e0 -2.08338e0 -2.08338e0
-1.66672e0 0.0e0 -1.66672e0 -1.66672e0
-1.66672e0 -1.2153076e0 -1.25006e0 -1.25006e0
-1.66672e0 -2.0834016e0 -8.334e-1 -8.334e-1
-1.66672e0 -2.604285e0 -4.1674e-1 -4.1674e-1
-1.66672e0 -2.7779572e0 -8.0e-5 -8.0e-5
-1.66672e0 -2.6044182e0 4.1658e-1 4.1658e-1
-1.66672e0 -2.0836682e0 8.3324e-1 8.3324e-1
